"","CombinationLabel","Sub","Category","Avg_V4_dis_L2","Avg_V2_dis_L2","Avg_V1_dis_L2","Avg_IT_dis_L2","Avg_V4_dis_Cosine","Avg_V2_dis_Cosine","Avg_V1_dis_Cosine","Avg_IT_dis_Cosine","Avg_CHOICERIGHT","Avg_Accuracy","Avg_PWDis","Avg_SL_Dis","Avg_SP_Dis","Avg_AE_Dis","Avg_AR_Dis","Avg_Sym_Dis","Avg_Symbol_Dis","Avg_FSymbol_Dis","Avg_HU_Dis"
"770","quad7-quad7-quad6","Sabina","IRREG",-4.54850714285714,-9.01785428571428,-10.877028,-10.1216811428571,-0.04328788,-0.0475611528571429,-0.0310957071428571,-0.0961780428571428,0.714285714285714,0.285714285714286,-0.00650940476322957,0,0,0,0,0,0,0,17.451485173082
"771","quad7-quad7-quad6","beyonce","IRREG",-4.63342915730335,-7.43360646067413,-10.4295783258427,-12.5868147696629,-0.0462901585393256,-0.0432516975280899,-0.0320916233707865,-0.125548703932584,0.314606741573034,0.685393258426966,-0.00491409433387989,0,0,0,0,0,0,0,27.745393972922
"772","quad7-quad7-quad6","gaga","IRREG",-4.63446323232323,-7.41431545454543,-10.4241298383838,-12.6168321111111,-0.0463267165656565,-0.0431992223232324,-0.0321037504040404,-0.125906343434343,0.929292929292929,0.0707070707070707,-0.00489466862106947,0,0,0,0,0,0,0,27.8707404336256
"773","quad7-quad7-quad6","rihanna","IRREG",-4.63601,-7.38545999999998,-10.41598,-12.661732,-0.0463813999999999,-0.0431207300000001,-0.03212189,-0.1264413,0.241071428571429,0.758928571428571,-0.00486561167249589,0,0,0,0,0,0,0,28.0582334588795
"774","triangle-decagon-triangle","Kalamata","REGULAR",3.84504699999987,-6.85622999999993,-10.0392499999999,23.7028449999998,0.0526906300000007,-0.0371699000000007,-0.0280336399999991,0.274274900000008,0.823704586063133,0.823704586063133,0.00189111243455053,42,5,42,0,6,89,95,6.65357064746061
"775","triangle-decagon-triangle","Olivella","REGULAR",3.84504700000002,-6.85622999999997,-10.0392499999999,23.7028449999998,0.0526906300000005,-0.0371698999999999,-0.0280336400000002,0.274274899999998,0.788389513108614,0.788389513108614,0.00189111243455051,42,5,42,0,6,89,95,6.65357064746068
"776","triangle-decagon-triangle","Pico","REGULAR",3.84504700000002,-6.85623000000002,-10.0392499999999,23.7028449999999,0.0526906300000004,-0.0371699000000002,-0.0280336400000001,0.274274899999999,0.641618497109827,0.641618497109827,0.00189111243455049,42,5,42,0,6,89,95,6.65357064746074
"777","triangle-decagon-triangle","Sabina","REGULAR",3.84504700000001,-6.85623000000002,-10.03925,23.7028449999999,0.0526906300000001,-0.0371699000000001,-0.02803364,0.274274900000001,0.660287081339713,0.660287081339713,0.00189111243455048,42,5,42,0,6,89,95,6.65357064746073
"778","triangle-decagon-triangle","beyonce","REGULAR",3.84504700000002,-6.85622999999999,-10.0392499999999,23.7028449999998,0.0526906300000004,-0.0371699000000002,-0.0280336400000002,0.274274899999998,0.596736596736597,0.596736596736597,0.0018911124345505,42,5,42,0,6,89,95,6.65357064746071
"779","triangle-decagon-triangle","coltrane","REGULAR",3.845047,-6.85623000000001,-10.03925,23.702845,0.05269063,-0.0371699,-0.02803364,0.2742749,0.333333333333333,0.333333333333333,0.00189111243455048,42,5,42,0,6,89,95,6.6535706474607
